drug	disease	label
DB09059	C0162820	0
xipamide	C0013604	1
DB00635	C0030807	1
DB00717	C0025323	1
DB00860	C0024138	1
DB00043	C0004096	1
DB00069	C0276535	1
DB00949	C0002874	1
DB00719	C0020517	1
DB01047	C0024138	1
DB00790	C0020538	1
DB09343	C0038325	0
DB01130	C0013595	1
DB00123	C0013274	0
DB00397	C0392784	0
DB02300	C0023052	0
DB01234	C0020517	1
DB04837	C0035455	1
DB00936	C0949116	0
DB00462	C0022104	1
methylene-blue	C0751967	0
DB09272	C0017152	0
DB04855	C0003811	1
DB00997	C0311277	0
DB00804	C0015967	0
DB00420	C0042963	1
DB11324	C0007138	0
DB09146	C0917805	0
DB01618	C0730345	0
DB02901	C0040997	0
DB00792	C0022661	0
DB09477	C0020540	1
DB01094	C0026987	0
DB01158	C0005283	0
DB06439	C0025149	0
DB00412	C0008312	0
DB00033	C0162568	0
DB00588	C2607914	1
DB05630	C0268596	0
DB01295	C0002962	1
DB00717	C0014173	1
DB00013	C0010072	1
DB00035	C0018924	1
DB00290	C0024301	1
DB00936	C0003873	1
DB08957	C0004096	1
DB00270	C0836924	0
DB09083	C0002962	1
DB00860	C0037274	1
DB00547	C0011616	1
DB00052	C0151721	0
DB01177	C0026998	1
DB00275	C0018133	0
DB06168	C0042909	0
DB09119	C0013274	0
DB00653	C0027697	1
DB00034	C1540912	1
DB00928	C0948896	0
DB00959	C0027726	1
DB00940	C0087012	0
DB00550	C0018213	1
DB09477	C0311277	0
DB06272	C0029456	0
DB00835	C0085083	0
DB06152	C0398623	0
DB01144	C0036323	0
DB00557	C0042109	1
DB09053	C0024419	1
DB01125	C0149871	1
fenigam	C0042510	0
DB00530	C0281361	1
DB00374	C0015944	0
DB06786	C0024138	1
DB06202	C1960397	0
DB00755	C0023487	1
DB00792	C0271650	0
DB00997	C0409818	0
DB01271	C0409818	0
DB06218	C0023449	0
DB00988	C0428977	1
DB09516	C0162834	1
DB00340	C0002880	0
DB00741	C0405580	1
DB00443	C0002994	1
DB00657	C0268596	0
bifemelane	C0034734	0
DB00047	C0020428	0
DB09054	C0024301	1
DB01067	C0334634	0
DB09516	C0011606	0
DB01032	C0740394	1
DB00007	C0919267	1
DB00959	C0011606	1
DB00458	C0162836	0
DB00764	C0036508	1
DB05541	C0334579	0
DB00624	C0010417	1
DB01137	C0033581	1
DB00153	C0009763	0
DB01146	C0027424	1
DB00819	C0017601	1
DB11131	C0281361	0
DB00254	C0032227	1
DB00619	C0856727	0
DB00001	C0002965	1
DB00405	C0037199	1
DB00561	C2242472	0
DB01080	C0036572	1
DB01098	C0004153	1
DB00115	C0162316	1
DB00725	C0022104	1
DB11817	C0011849	0
DB00570	C0026948	1
DB01590	C0751362	0
DB08881	C2936781	0
DB00500	C0029408	1
DB00741	C2607914	1
DB01224	C0005587	1
DB00445	C1458155	1
DB00631	C0042133	0
DB04840	C0007570	0
DB00682	C0151723	0
DB00016	C0039483	0
DB07477	C0023448	0
DB09271	C0009319	0
zotarolimus	C0032027	0
DB00541	C0027819	1
DB01136	C0020538	1
DB01113	C0242350	1
DB11598	C0039483	0
DB08907	C0238463	0
DB00547	C0015456	1
DB01151	C0040822	0
DB01396	C0039240	1
DB00949	C0019151	0
DB09279	C0085215	0
DB03619	C0032987	0
DB01234	C0847614	1
DB00916	C0018621	0
DB00469	C0003864	1
DB04866	C0007138	0
DB00022	C0009404	1
DB01242	C0087012	0
DB00542	C0018802	1
DB06153	C0008489	0
bendazac	C0003862	1
buflomedil	C0028768	0
DB06273	C0013415	0
DB00553	C0042870	0
DB00731	C0011860	1
DB00279	C0040136	1
DB00755	C0036651	1
DB00068	C2607914	0
DB03255	C0023434	0
DB01409	C0033578	0
DB08870	C0002726	0
DB01084	C0042164	0
DB00240	C0011616	1
DB08807	C1956346	1
DB06155	C0242339	1
DB01164	C0018790	1
DB13345	C0014121	0
hydrocortisone-butyrate	C1306889	0
DB05676	C0033860	1
DB00583	C2973725	0
DB00603	C0232940	1
DB08868	C1704417	0
DB00397	C0027424	1
DB00484	C0017601	1
DB01397	C0003862	1
DB01168	C0006118	1
DB01235	C0034065	0
DB00716	C0009763	1
DB01276	C0020437	0
DB01181	C0919267	1
DB11363	C0221013	0
DB00610	C0034012	0
DB09271	C0022104	1
DB00147	C0014544	1
DB00392	C0024141	0
DB01063	C0033975	1
DB06412	C0026987	1
DB01431	C0022876	1
DB00663	C0036508	1
DB08904	C0003873	1
DB00686	C0282488	1
DB00148	C0007642	0
DB01276	C0011849	1
DB00105	C0023473	1
DB01351	C0085649	0
DB00280	C0004239	1
DB11591	C0042109	1
DB01015	C0043459	0
DB08986	C0003467	1
DB00898	C0150055	1
DB00321	C0338908	1
DB12243	C0036508	0
DB12233	C0428977	0
DB00916	C0149725	1
DB00480	C0002871	1
DB00039	C0017152	0
DB09039	C4083212	0
pralidoxime-chloride	C0037286	0
DB01030	C0002894	0
DB00069	C2239176	1
DB01320	C0040997	0
DB00747	C0015469	1
DB08932	C0220994	0
DB00068	C2239176	1
DB00993	C0010346	1
DB00544	C0038356	1
DB00665	C0085417	0
DB11130	C0878773	0
DB00268	C0011603	0
DB00821	C0268596	0
DB08912	C0025202	1
DB09371	C0221023	0
DB00584	C0018995	0
DB00860	C0026948	1
DB00390	C0003811	1
DB00531	C0006413	1
DB02709	C0596263	1
DB00885	C0018099	0
DB00437	C0024299	1
DB00158	C0024299	0
DB01241	C0020473	1
DB00914	C0026896	0
DB09213	C0010481	0
DB00443	C0023449	1
fenigam	C1861172	0
DB00415	C0025289	1
DB08835	C0014544	0
DB00193	C0020626	0
DB09089	C0151740	0
DB00905	C0028840	1
DB01113	C0040038	1
DB00741	C0036202	1
DB01253	C0007785	0
DB00947	C3463824	0
DB00501	C0010054	0
DB01197	C0014534	0
DB01257	C0023449	0
DB00182	C0027404	1
DB01181	C0005684	1
DB11166	C0040053	1
DB00620	C0023052	1
DB08814	C0178416	0
DB09033	C0009324	1
DB00889	C0042963	1
DB00073	C0005695	0
DB00493	C0149725	1
DB00234	C0276226	0
prednisolone-sodium-phosphate	C0014335	1
DB00443	C0015456	1
chlormadinone-acetate	C0028949	1
DB00640	C0039240	1
DB00532	C0334634	0
DB00620	C0011581	0
DB01046	C0022104	1
DB00484	C0002895	0
DB06152	C0030567	0
DB06691	C0033774	1
DB00244	C0002895	0
DB00391	C0032580	0
DB00069	C0037299	1
DB00607	C0029443	1
DB12833	C0085612	0
DB08890	C0010054	0
DB00122	C0033806	0
DB00441	C0281361	1
DB01181	C0019829	1
testosterone-enanthate	C2718128	0
DB04931	C0334634	0
DB00531	C0035412	1
DB00604	C0041582	1
DB00797	C0031190	1
DB00130	C0001623	0
DB01267	C0036508	0
DB00984	C0220710	0
DB00967	C0018621	1
DB09555	C0018213	0
DB08904	C0038013	1
DB01580	C0085612	1
DB09167	C1269683	1
DB01625	C0234974	0
DB00252	C0234974	1
DB00383	C0030920	1
DB00996	C0030567	1
DB00989	C0030567	1
DB01320	C0036572	1
DB03255	C0476089	0
DB02659	C0014356	0
DB01136	C0878544	1
DB01392	C0242350	1
DB00860	C0036202	1
DB00997	C1140680	1
DB01031	C1704436	0
DB00033	C0018203	1
DB00211	C0235974	0
DB01222	C0004096	1
DB00636	C0022661	0
DB01082	C0010417	0
DB00243	C0020476	0
DB00734	C0262584	0
DB00720	C0022593	0
DB06782	C0311375	1
DB01283	C0039841	0
DB00830	C0151723	0
dabigatran-etexilate	C0149871	1
DB00580	C0029408	1
DB01086	C0038325	0
DB00584	C0085580	1
DB01165	C0042029	1
DB00094	C0021359	1
DB09119	C0036572	1
DB06209	C0948089	1
DB01278	C0020456	1
DB01114	C0020517	1
DB00571	C0002962	1
DB00670	C0002736	0
DB00007	C0376358	1
fludrocortisone-acetate	C0020626	0
DB04272	C0001126	1
DB00620	C0002875	1
DB09048	C0151744	0
DB01406	C0013604	1
DB00069	C0033806	0
DB00133	C0023827	0
DB01359	C0020538	1
DB13943	C0013720	0
DB00736	C0005694	0
DB06701	C1263846	1
DB11085	C0035854	1
DB01364	C0085417	0
DB00670	C0036651	0
DB06711	C0037199	1
DB00642	C0007131	1
DB01015	C0033581	1
DB00984	C0678222	1
DB09310	C0026896	0
DB00112	C0031190	0
DB00846	C0011615	1
DB00620	C1260899	1
DB01098	C0020479	1
DB01119	C0003128	0
DB01257	C0311375	0
DB00511	C0003811	1
DB01076	C0002390	0
DB00218	C0740394	0
DB11824	C0042880	0
DB01137	C0022573	0
DB00848	C0013295	0
DB08818	C0014583	0
DB01073	C0018794	0
DB00014	C0006142	1
DB01234	C0006413	1
DB00068	C0036220	1
tebipenem	C0917805	0
DB01200	C0013384	1
DB11614	C0876973	0
DB00703	C0017605	1
DB00492	C0020538	1
DB06605	C0013720	0
DB01620	C0520679	0
DB13179	C0018203	0
cortisone	C0040261	0
DB00175	C0020443	1
DB00092	C0151686	0
DB00648	C0149925	0
DB06718	C0002871	1
DB08814	C0038454	1
DB01092	C0004238	1
DB00253	C0009324	0
DB00696	C0149931	1
DB01279	C0026709	1
buflomedil	C0008489	0
DB01483	C0023443	0
hydrocortisone-butyrate	C0151723	0
DB00916	C0080274	0
DB01252	C1621958	0
DB00871	C0878544	0
DB00480	C0002962	0
DB00562	C0026848	0
DB01291	C0034067	1
DB00376	C0242422	1
DB00086	C0042847	0
DB13783	C0029408	1
DB06209	C0040053	1
DB02659	C0029408	0
dexamethasone-sodium-phosphate	C0003872	1
DB00583	C0022661	1
DB00920	C0020517	1
DB01620	C0027424	1
DB01588	C0917801	1
DB01297	C0038018	0
DB01359	C0011334	0
DB00865	C0036323	0
DB01234	C0022548	1
DB00240	C0079773	1
DB06210	C0020619	0
DB00433	C0022354	0
DB00024	C0038363	0
DB00297	C0877792	0
DB00780	C0011581	1
DB00015	C0242973	1
DB13996	C0024141	0
DB00519	C0033860	0
DB01591	C0020507	0
DB00436	C0013604	1
buflomedil	C0162429	0
DB01307	C0011860	1
DB01197	C0010691	0
DB00418	C0175683	0
DB00685	C0042029	1
DB09076	C0007785	0
DB00130	C0003862	1
DB12230	C0035854	0
DB00801	C0001122	0
DB00308	C0268543	0
DB00455	C0027424	1
DB00554	C0031046	0
DB00741	C0010043	1
DB00146	C0020626	1
DB09282	C1956346	1
DB00214	C0018802	1
DB00283	C0035457	1
DB01148	C0033581	1
pralidoxime-chloride	C0235063	1
DB01248	C0038356	1
DB00959	C0030807	1
DB00427	C0220989	0
DB01595	C0015967	0
DB00316	C2607914	1
DB00938	C0238111	0
DB09075	C0149871	1
DB01394	C0031069	1
DB06756	C0020473	1
DB06410	C0948216	0
DB00813	C0010054	0
DB00645	C0033774	1
DB05246	C1394891	0
DB00331	C0011860	1
DB06153	C0236663	0
DB00424	C0085610	1
DB01099	C0221765	0
DB00434	C2607914	1
DB00968	C0008489	0
DB00687	C0001403	1
DB00475	C0001957	1
DB00481	C0017181	0
DB00836	C0020598	0
DB02546	C0026948	0
DB00985	C0042571	1
DB00387	C0013384	1
DB00056	C0011881	0
DB01620	C0028840	0
DB05389	C0018834	0
DB05679	C0019054	0
DB04844	C0020179	1
DB11324	C0038525	0
DB11324	C0038220	0
DB00696	C1849508	0
DB00868	C0022665	0
DB07477	C0003873	1
DB01206	C0025202	1
DB01179	C0022593	1
DB00378	C0033117	0
DB01115	C0002962	1
DB00316	C0003864	1
DB08804	C0002893	1
DB00782	C0022104	1
DB00136	C0042842	1
buflomedil	C0005283	0
DB00942	C0030567	1
DB08808	C0025874	0
DB00746	C0002871	1
DB09265	C0039240	0
DB00655	C0033578	1
DB00663	C0015230	1
DB00748	C0030567	1
DB01019	C0005697	1
DB08906	C0023479	0
DB01140	C0024437	0
DB00100	C0019069	1
DB00427	C0036323	0
DB01397	C0003873	1
DB00748	C0040517	0
DB06211	C0008325	1
DB00620	C0004364	1
DB01001	C0746102	1
DB00934	C0011581	1
DB04465	C0027498	0
DB00542	C0018790	0
DB00395	C0220756	0
DB01050	C0038013	1
DB00234	C0085580	0
DB00374	C0019618	0
DB00335	C0003811	1
DB00746	C0018995	1
DB00440	C0034186	1
DB00484	C0028840	1
DB00007	C0014175	1
DB00697	C0026838	1
DB00192	C0023052	0
DB00583	C0020476	1
DB00417	C0014733	1
DB01210	C0043202	0
DB01067	C0033117	0
DB00047	C0007131	0
DB09212	C0002390	0
DB01132	C0011849	1
DB00503	C0524910	1
DB00860	C0024305	1
DB00972	C0027424	0
DB00977	C0162566	0
DB09090	C0042024	0
DB01281	C0238462	0
DB08957	C0011615	0
DB01020	C0008533	0
DB04895	C0242383	1
DB01656	C0004096	1
DB12483	C1140680	0
DB01283	C0022116	0
DB01013	C0029453	0
DB12836	C0008312	0
DB09059	C1260899	0
DB02701	C0029456	0
DB00335	C0042514	1
DB00579	C0002965	0
DB00373	C0005967	0
DB00759	C0162820	0
DB06777	C0002874	0
DB00443	C0019829	1
DB01395	C2242472	0
psoralen	C0042900	1
DB00069	C0036220	1
DB00232	C0013604	1
butorphanol-(+)-tartrate	C0231528	1
DB01037	C1263846	0
DB00568	C0027497	1
DB05246	C0014553	1
DB01400	C0302280	0
DB06168	C0031099	0
neridronic-acid	C0015456	0
DB00657	C0035078	0
DB01240	C0035222	1
deracoxib	C0042870	0
DB00146	C0221013	0
DB00717	C0014175	1
DB06288	C0221765	1
DB06228	C0040053	1
DB00640	C0043202	1
DB00675	C1458155	1
DB01685	C0740394	1
DB09075	C0038454	1
DB00036	C0008533	1
DB00599	C0014550	0
DB00337	C0028754	0
DB09245	C0011581	1
DB00034	C0040028	1
DB05829	C0020626	1
DB09128	C0029463	0
DB01104	C0020452	0
DB00770	C0020542	1
DB00798	C0010930	1
DB01260	C0079773	1
DB00562	C0221260	0
DB00762	C0023418	1
DB01104	C0151686	0
DB00951	C0233315	0
DB00147	C0022650	0
DB01406	C0014175	1
DB13999	C0019080	1
DB09010	C0011633	0
DB00190	C0085631	0
DB00223	C0011615	1
DB00868	C0003873	0
DB00424	C0030567	1
DB06691	C0035457	1
DB01170	C0031099	0
DB00331	C0011644	0
DB01098	C0342881	1
DB00651	C0001418	0
DB00884	C0035457	0
DB07477	C0014335	0
DB09292	C1837475	0
DB00060	C2239176	1
DB00209	C0343755	0
DB00884	C0018995	0
DB01404	C0008149	0
DB00620	C0022548	1
DB00105	C0036920	1
DB00440	C0009952	0
DB00206	C1336708	0
DB00912	C0014743	0
DB00819	C0032027	0
DB00414	C0546817	0
DB00596	C0079773	1
DB00929	C0038358	1
DB08893	C0015230	0
DB00356	C2239176	0
DB00115	C0007570	1
DB00903	C0027726	1
DB01234	C0003873	1
tebipenem	C0019112	0
DB04920	C0746102	0
DB00130	C0011991	1
DB00695	C0027726	1
DB09343	C0002792	0
DB01429	C0010043	0
DB01148	C0085606	1
DB00026	C2316212	1
DB00417	C0032285	1
DB00570	C0039590	1
DB00208	C0038454	1
DB00196	C0017605	0
DB01364	C0020626	0
DB01412	C0020481	0
DB00200	C0018021	0
DB00248	C0042023	0
DB01620	C0020517	1
DB00882	C0032460	1
DB00771	C0014356	1
DB04665	C0003128	0
epalrestat	C0011881	1
DB00714	C0013384	1
DB01380	C0002880	1
DB00390	C0018802	1
DB00682	C0034065	1
DB08826	C0004239	0
DB01064	C0004245	1
DB06372	C0151740	0
DB04967	C0027051	0
DB00100	C0027662	0
DB00245	C0242422	1
DB09078	C0151942	0
DB12010	C0398650	1
DB00195	C0870082	0
DB00562	C0018802	1
DB01247	C0002965	0
DB00383	C0014544	0
methylprednisolone-aceponate	C0238111	0
testosterone-undecanoate	C0020619	1
DB00498	C0040053	1
DB00829	C0003467	1
DB00696	C0011849	0
DB00097	C0006105	0
DB00583	C0029396	0
DB00641	C0342881	1
DB00034	C0037299	1
DB00152	C0149704	0
DB00424	C0018790	0
DB09223	C0002726	0
DB12554	C0085215	0
DB01257	C0024790	1
DB01579	C0032914	0
DB00741	C0079773	1
DB00635	C0038013	1
DB01590	C0005684	0
DB00841	C0036980	1
DB01030	C0007131	1
DB00849	C0018802	0
DB01086	C0028754	1
DB01158	C0154143	0
DB01077	C0702166	0
DB01015	C2931618	0
DB00621	C0017205	0
DB01588	C0017638	0
DB00670	C0038358	1
trepibutone	C0001618	0
DB00130	C0009324	1
DB01203	C0018802	1
DB01238	C0268390	0
DB06412	C0013238	0
DB00805	C0030567	1
DB01698	C0002792	0
DB00008	C0036920	1
DB12831	C0021359	0
DB01167	C0040261	1
DB00700	C0015530	0
DB12163	C0002962	1
aceclidine	C0034069	0
DB08870	C0376545	1
DB00001	C0032768	0
DB00996	C0009324	0
DB09481	C0026838	0
DB09270	C0020179	1
DB09053	C0032580	0
DB06695	C0038454	1
DB01133	C2931618	0
DB00366	C0343065	1
DB00692	C0027051	1
DB04967	C0451641	0
dabigatran-etexilate	C0008325	0
DB00462	C3544321	0
DB06736	C0003873	1
DB01013	C0013144	0
DB09015	C0026961	0
DB00722	C0018802	1
DB08899	C1527304	0
DB01041	C0024138	1
DB00120	C0836924	0
DB00570	C0409959	0
DB08804	C0013604	0
DB04576	C0014335	1
DB13928	C0162429	0
DB00757	C3495559	0
DB00282	C0036983	0
DB09140	C0035229	1
DB01222	C0014356	1
DB00622	C0398775	0
DB00240	C0270846	0
DB12023	C0008325	0
DB00572	C0038358	1
DB08835	C0220989	0
DB00082	C0024143	0
DB00881	C0003850	0
DB00309	C0025202	1
DB01086	C0149745	1
DB01174	C0014549	1
DB09070	C0596263	0
DB01600	C0004245	0
DB00275	C0020538	1
DB00017	C0023518	0
DB08806	C0043515	1
DB11591	C2607914	1
DB08881	C0025202	1
DB01656	C0013604	0
DB08896	C0029453	0
DB01075	C0030567	1
DB01212	C0020757	0
DB00107	C0032787	1
DB01121	C0035335	0
DB12865	C0751753	0
DB00324	C0005741	1
DB08836	C1956346	1
cycloserine-(d)	C0041296	1
DB09053	C0011860	0
DB08875	C0007134	1
DB00608	C0017668	0
mozavaptan	C0342788	0
DB00710	C0020433	0
DB00640	C0006271	0
DB01621	C0013604	0
DB00427	C0007194	0
DB00443	C0027022	0
DB00929	C0017168	1
estropipate	C0007194	0
DB00366	C0035457	1
DB08890	C0013338	0
thiram	C0342881	0
DB13169	C0002871	1
DB09332	C0013390	0
DB00361	C0031117	0
DB00186	C0014544	1
DB00034	C0002894	0
DB06643	C1561643	0
DB08875	C0238462	1
DB00300	C0524909	1
DB04844	C0178416	0
DB00481	C0268490	0
DB00292	C0038220	1
DB00178	C0948216	0
DB00736	C0017181	1
DB00475	C0022104	1
DB00245	C1621958	0
DB00185	C1527336	1
DB00227	C0020557	1
DB00850	C0036341	1
DB00800	C0020540	1
DB00399	C0238463	0
DB00142	C0000809	0
DB00143	C0035585	0
DB01333	C0085606	0
DB04743	C0027051	0
DB00715	C0017668	0
DB01306	C0011849	1
DB01320	C0037188	0
DB06410	C0149871	0
DB09038	C0270736	0
DB00385	C0020626	0
DB01001	C0687150	0
DB06702	C0878773	1
DB09067	C0405580	1
DB00001	C0268390	0
DB00264	C0002962	1
DB09258	C0027404	0
DB00308	C0016412	0
DB03619	C0342731	0
testosterone-undecanoate	C0010417	0
DB01118	C0011884	0
DB01215	C0023480	0
DB00902	C0020517	1
DB09288	C0015967	1
DB00078	C2239176	0
DB06650	C2931618	0
DB01020	C0027051	1
DB00975	C1704436	1
DB01114	C0085159	0
DB06403	C0276535	0
DB00663	C0024138	1
DB04845	C0678222	1
DB00230	C0036572	1
r(-)-apomorphine	C0030567	1
DB00997	C0920350	0
DB00691	C0039483	0
DB00685	C0009952	0
DB00105	C0003123	0
DB00729	C0007789	0
DB00673	C0270846	0
DB08881	C0020217	0
DB00571	C0002390	0
DB01261	C0012739	0
DB00034	C0036220	1
DB03255	C0001618	0
DB12243	C0038454	1
DB08827	C0242698	0
testosterone-enanthate	C0520679	0
melevodopa	C1565489	0
DB11130	C0010346	1
DB00945	C0018099	1
DB01590	C0241961	1
DB00242	C0002871	1
DB00173	C0031069	0
tannic-acid	C0079744	0
DB00628	C0236663	1
DB00764	C0006118	0
DB01138	C0027051	1
DB01399	C0003873	1
DB00959	C0026769	1
DB06695	C0004238	1
DB00524	C0085129	0
DB11571	C0151686	0
DB01609	C0026709	0
DB08827	C0040261	0
DB00335	C0035258	0
DB06589	C0494475	0
DB00912	C0220994	0
DB00746	C0282193	1
DB06674	C0004245	0
DB00703	C0017601	1
DB00004	C0018273	0
DB00491	C0035854	0
DB01167	C0033774	0
DB00519	C0027051	1
DB03793	C0687720	0
DB01438	C0013720	0
DB00950	C0020517	1
DB00072	C0920350	0
DB00544	C0007117	1
DB01224	C0036341	1
DB01137	C0008489	0
DB01047	C0014733	0
DB00461	C0040156	0
DB00620	C0036830	1
DB09332	C0013428	0
DB00910	C2316810	1
DB00839	C0011849	1
DB00004	C0234533	0
DB01200	C0030569	0
DB01619	C0343065	1
DB00754	C0014556	1
DB01400	C0080274	1
DB00227	C0473527	1
DB01357	C0014175	1
DB00181	C0005697	1
DB06674	C0003872	1
DB00368	C0042109	1
DB00451	C0677607	1
DB00588	C0029463	0
DB01618	C0036341	1
DB08894	C0027662	0
DB00569	C0149871	1
DB00977	C0494475	0
DB05239	C0014170	0
DB00270	C0270458	0
DB00008	C0037299	1
DB00419	C0017205	1
DB00608	C0268390	0
DB01005	C0919267	1
DB00875	C0004114	0
DB01060	C0014836	1
DB01068	C0270846	1
DB00349	C0342384	0
DB00675	C0030297	1
DB00956	C0085669	0
DB00169	C0042870	1
DB00599	C0151740	1
DB09286	C0042133	0
DB02925	C0013604	1
DB00069	C1540912	1
DB01260	C0036508	1
DB06594	C0036202	0
dexamethasone-sodium-phosphate	C0019618	0
DB06616	C0023472	1
DB01197	C0018802	1
DB01210	C0028840	1
DB00748	C0009763	1
DB00373	C0028840	1
DB08868	C0003578	0
DB00060	C0024143	0
nemonapride	C0151526	0
DB13167	C1458155	0
DB00641	C0473527	1
DB00095	C0023267	0
DB00748	C0035457	1
DB01219	C0007785	1
DB00371	C1565489	0
DB01017	C0005684	0
DB09289	C0004096	1
DB00722	C0039590	0
DB00825	C0033774	1
DB00145	C0079773	0
DB00997	C0036220	1
DB06204	C0030193	1
DB00366	C0019112	0
DB00692	C0398650	0
DB00936	C0015967	1
DB00047	C0022573	0
DB00292	C0037769	0
DB00528	C0034734	1
DB00952	C0018790	0
DB00612	C0018802	1
DB00626	C0032285	1
DB00620	C0002171	1
DB01242	C0028768	1
DB01260	C1306889	0
DB00072	C0023052	0
DB01075	C0013384	1
DB01130	C0011616	1
DB01046	C0002395	0
DB11572	C0010054	0
DB00201	C0002453	0
DB00282	C0334634	0
DB00352	C0023437	1
DB00607	C0013238	0
DB09126	C0021359	1
DB01268	C0005586	0
DB00587	C1306889	0
DB01397	C0013390	1
DB00959	C0002871	1
DB00552	C2973725	0
DB00628	C0011854	0
DB01175	C0011882	0
DB00934	C0020428	0
DB00070	C0029453	0
DB00541	C0023449	1
DB09270	C0018802	1
DB00934	C0013295	1
DB01242	C0011606	0
DB01098	C0023890	0
DB06168	C0342731	1
DB01588	C1621958	0
DB00762	C0009375	1
DB00287	C0041408	0
DB01580	C0024141	0
DB01078	C0004239	1
DB01085	C0017601	1
DB00422	C1263846	1
DB01164	C0020461	1
DB01156	C0011581	1
DB00972	C0018621	1
DB09241	C0023869	1
DB00480	C0334634	1
haloperidol-decanoate	C0334579	0
DB00591	C0015230	1
DB01181	C0026764	0
DB06401	C0028768	0
DB00890	C1384606	1
DB00028	C0023434	1
DB00692	C0023212	1
DB06691	C0018621	1
DB01020	C0018924	0
DB00695	C0018802	1
DB00428	C0009404	1
DB01179	C0151636	0
DB01151	C0040136	0
DB00851	C0206693	1
etofylline	C0520679	0
DB00818	C0033975	0
DB00648	C0029463	0
DB00849	C0271568	0
DB00860	C0022568	1
DB00477	C0027498	1
DB00367	C0025323	1
DB00161	C0033774	0
DB00400	C0011334	0
DB00628	C0001957	1
DB00571	C0027051	1
DB01142	C0270458	1
DB01025	C0041582	1
DB00364	C0017168	1
DB00980	C0917801	1
DB00977	C0268070	0
DB01146	C0042109	1
DB00788	C0029408	1
DB00081	C0024301	1
DB00446	C0004114	0
DB09046	C0221032	1
DB06271	C0040053	1
DB00636	C0037769	0
DB01146	C0018621	1
DB00387	C0011616	0
DB00399	C0029456	1
DB01016	C0011860	1
adiphenine	C0037763	1
DB01017	C0149704	1
DB00273	C0234974	1
DB00222	C0011860	1
DB01237	C0018621	1
adrenalone	C0029442	0
DB01261	C0011849	1
DB00860	C0020517	1
DB01325	C0013604	1
DB00934	C0007194	0
DB00733	C0038018	0
DB00083	C0038379	1
DB00165	C0221023	0
DB00661	C0002962	1
DB01078	C0039240	1
DB09010	C0012833	0
DB00368	C0031117	0
DB00415	C0007095	0
DB06211	C0559106	0
DB00060	C0524910	1
DB00877	C0334634	1
DB01234	C0079773	1
DB00950	C0042109	1
DB00969	C0022104	1
DB08811	C0019880	0
DB00964	C1540912	0
DB00677	C0038379	1
DB08986	C0006142	0
DB00325	C0920350	0
DB00013	C0034065	1
DB01174	C0494475	1
DB00834	C0271650	1
DB08818	C0037299	1
DB01260	C0038013	0
DB00972	C0847614	1
DB00774	C0013604	1
ibuprofen-lysine	C0013274	1
DB06589	C0013144	0
DB00170	C0428977	0
DB06736	C0029408	1
DB00925	C0005694	1
DB00759	C0024437	0
DB00004	C0010930	0
DB01353	C0020523	0
DB00589	C0030567	1
DB00837	C0024899	0
mozavaptan	C0877792	0
DB00727	C0037299	1
DB01092	C0002390	0
DB00379	C0034951	0
gentamycin	C0032285	1
DB01357	C0011603	0
DB03793	C0030807	1
DB01124	C0011860	1
DB00740	C0002736	1
DB00970	C0042138	1
DB01277	C0878787	1
DB00472	C0034150	0
DB01253	C0149931	1
DB09265	C0242350	0
DB00695	C0282488	0
DB00475	C0030920	1
DB06285	C0038358	0
DB08799	C0009763	1
DB00912	C0011860	1
DB02659	C0008350	1
DB12417	C0009324	0
DB00741	C0038363	1
DB00313	C0014553	1
DB00741	C0011615	1
DB00335	C0023267	0
DB09034	C0917801	1
DB00261	C0039483	0
DB01014	C0015530	0
DB09076	C0024117	1
DB00997	C0919267	1
flurbiprofen-(S)-(+)	C0029408	1
DB00015	C0376545	0
DB09265	C0011860	1
DB01239	C0005586	1
DB09026	C0085580	1
DB00770	C0282488	0
DB00277	C0007789	0
DB00606	C0010346	0
DB00376	C0021359	0
DB00237	C0023892	0
DB06725	C0004153	0
DB00806	C0085096	1
DB00070	C0334634	0
DB09108	C0271650	0
DB00764	C0035078	0
DB00959	C0003873	1
DB00561	C0020545	0
DB01233	C0152020	1
maropitant	C0037274	0
DB01046	C0019080	0
DB01142	C0020452	0
DB00719	C0024437	0
DB12867	C0036341	1
DB06603	C0015672	0
DB00628	C0008311	0
DB00947	C0019202	0
DB03852	C0007137	0
DB00147	C0020635	0
DB00491	C0085649	0
DB00218	C0014553	0
DB00697	C0005967	0
DB01611	C0024138	1
DB01090	C0014550	0
DB06016	C0014553	0
vinburnine	C0700201	0
DB08885	C0020757	0
DB13689	C0424489	1
DB00201	C0004604	1
DB00105	C0524910	1
DB00933	C0271568	0
DB01276	C0008325	0
DB00620	C0020480	0
penfluridol	C0221032	0
DB00725	C0010200	1
DB01619	C0042109	1
DB01380	C0079773	1
DB00262	C0025202	1
DB00741	C0042164	1
DB00748	C0002994	1
DB00392	C0032463	0
DB11995	C0343065	0
DB08983	C0020557	1
DB00443	C1260899	1
DB05389	C0919267	0
DB08882	C0311277	0
DB01119	C0020615	1
DB00836	C0017160	1
DB09290	C0014742	0
DB01609	C0282193	1
DB06153	C0032914	0
DB00988	C0001973	0
DB01597	C0023440	0
DB01393	C0020443	1
DB00017	C0029401	1
DB04924	C0003123	1
DB08870	C1960397	0
DB00823	C0014175	1
DB11635	C0206693	0
DB06335	C0011849	1
