node	type
5272	protein
5292	protein
6513	protein
DB11059	drug
10383	protein
2819	protein
9446	protein
2051	protein
1439	protein
DB01281	drug
941	protein
7037	protein
DB11363	drug
238	protein
27165	protein
2263	protein
6850	protein
2268	protein
DB00012	drug
2057	protein
DB00016	drug
DB09107	drug
DB08894	drug
11184	protein
DB09030	drug
2149	protein
DB00086	drug
5588	protein
4688	protein
5228	protein
5791	protein
718	protein
DB00028	drug
6010	protein
7056	protein
5624	protein
sodium-tetradecyl-sulfate	drug
DB00464	drug
6768	protein
1452	protein
3162	protein
DB01257	drug
727	protein
10369	protein
2893	protein
2917	protein
DB00004	drug
3560	protein
DB00041	drug
6777	protein
3678	protein
1435	protein
DB05311	drug
3818	protein
2731	protein
64064	protein
2212	protein
DB00110	drug
DB00081	drug
DB00073	drug
DB00095	drug
DB00087	drug
DB00056	drug
DB00078	drug
2209	protein
DB00707	drug
3561	protein
3426	protein
9965	protein
2264	protein
5141	protein
DB08811	drug
716	protein
4593	protein
DB06809	drug
7852	protein
DB00452	drug
1280	protein
23643	protein
6328	protein
DB06218	drug
DB00776	drug
DB09119	drug
DB01121	drug
DB00532	drug
DB06201	drug
3949	protein
3690	protein
325	protein
4313	protein
DB01133	drug
3816	protein
DB06692	drug
5267	protein
3852	protein
7450	protein
DB09108	drug
732	protein
212	protein
8803	protein
51765	protein
3455	protein
DB06152	drug
1145	protein
1134	protein
adiphenine	drug
7006	protein
4843	protein
2215	protein
9833	protein
23043	protein
154	protein
DB08941	drug
DB01274	drug
DB00867	drug
DB01364	drug
DB12248	drug
DB09082	drug
DB00449	drug
DB01366	drug
DB08957	drug
DB01408	drug
DB00816	drug
DB09080	drug
155	protein
DB09204	drug
8029	protein
8542	protein
3781	protein
DB00099	drug
1991	protein
DB12863	drug
3290	protein
4811	protein
3938	protein
DB00033	drug
3460	protein
DB01271	drug
10226	protein
DB01279	drug
9227	protein
5692	protein
5915	protein
2923	protein
6263	protein
7402	protein
6098	protein
camostat-mesilate	drug
5644	protein
DB12831	drug
1146	protein
1144	protein
1281	protein
3383	protein
DB12023	drug
3568	protein
DB08870	drug
943	protein
DB09331	drug
952	protein
2214	protein
336	protein
5340	protein
DB00302	drug
2324	protein
5770	protein
7130	protein
2161	protein
DB06689	drug
6752	protein
DB00104	drug
DB04894	drug
DB06663	drug
DB06791	drug
7448	protein
3762	protein
818	protein
DB04895	drug
8829	protein
9113	protein
170850	protein
3756	protein
169522	protein
3754	protein
1969	protein
5009	protein
DB04465	drug
3958	protein
116444	protein
3683	protein
558	protein
10062	protein
712	protein
4049	protein
475	protein
2760	protein
DB00266	drug
1728	protein
2395	protein
DB08828	drug
54498	protein
DB09143	drug
4486	protein
3053	protein
DB06271	drug
51172	protein
DB09067	drug
1394	protein
197	protein
328	protein
683	protein
640	protein
262	protein
6843	protein
3562	protein
3563	protein
2444	protein
1827	protein
5345	protein
1535	protein
4191	protein
DB01839	drug
2162	protein
2165	protein
DB09310	drug
134	protein
acefylline	drug
etofylline	drug
1812	protein
DB06285	drug
5745	protein
DB05829	drug
722	protein
9175	protein
DB11696	drug
4311	protein
DB09292	drug
2244	protein
3751	protein
1441	protein
80834	protein
715	protein
3710	protein
mozavaptan	drug
554	protein
DB02638	drug
DB00035	drug
DB06212	drug
DB09059	drug
DB00872	drug
DB00067	drug
desmopressin-acetate	drug
7301	protein
54101	protein
11213	protein
5053	protein
1583	protein
DB00357	drug
2230	protein
185	protein
DB00876	drug
DB00177	drug
DB00678	drug
DB00275	drug
DB09279	drug
DB13919	drug
4216	protein
433	protein
5586	protein
3695	protein
DB00094	drug
2492	protein
DB00066	drug
DB00914	drug
3764	protein
6017	protein
5959	protein
1520	protein
3483	protein
4915	protein
4916	protein
DB00980	drug
4543	protein
3698	protein
5858	protein
7010	protein
DB00415	drug
140901	protein
4988	protein
DB09049	drug
DB00504	drug
100	protein
DB00552	drug
5582	protein
3738	protein
916	protein
DB01143	drug
5167	protein
3763	protein
3945	protein
3753	protein
3028	protein
337	protein
2045	protein
DB01285	drug
1392	protein
3292	protein
5593	protein
4638	protein
8536	protein
5860	protein
5313	protein
1438	protein
3567	protein
2266	protein
DB00561	drug
3777	protein
5319	protein
5320	protein
9973	protein
10376	protein
2743	protein
DB11699	drug
DB05332	drug
4352	protein
DB11995	drug
DB06210	drug
3350	protein
flopropione	drug
DB09244	drug
DB01616	drug
DB12833	drug
3352	protein
1901	protein
5916	protein
DB06196	drug
624	protein
icatibant-acetate	drug
6532	protein
DB08918	drug
DB00344	drug
5025	protein
6546	protein
347733	protein
40	protein
5562	protein
DB00906	drug
6529	protein
57472	protein
11016	protein
552	protein
DB00093	drug
553	protein
1463	protein
127833	protein
3458	protein
DB01250	drug
3459	protein
22983	protein
3765	protein
3416	protein
4504	protein
DB06211	drug
1800	protein
DB01597	drug
1612	protein
2235	protein
DB05679	drug
51561	protein
DB11834	drug
731	protein
733	protein
8550	protein
7177	protein
7075	protein
4583	protein
10019	protein
915	protein
4987	protein
942	protein
4935	protein
8801	protein
7412	protein
3709	protein
2938	protein
DB03085	drug
2539	protein
23678	protein
2101	protein
2103	protein
4018	protein
DB00043	drug
2206	protein
3790	protein
3559	protein
23604	protein
2153	protein
4317	protein
3577	protein
2049	protein
720	protein
DB00446	drug
1604	protein
5947	protein
1448	protein
3939	protein
2104	protein
9064	protein
225689	protein
846	protein
DB12865	drug
DB00994	drug
DB01012	drug
strontium-ranelate	drug
DB00673	drug
6869	protein
maropitant	drug
DB09048	drug
DB06717	drug
151	protein
DB00484	drug
DB00697	drug
DB01018	drug
DB00964	drug
DB00629	drug
DB00968	drug
DB00797	drug
152	protein
3645	protein
587	protein
DB00167	drug
136	protein
10280	protein
945	protein
116443	protein
DB00392	drug
5603	protein
5443	protein
3206	protein
54681	protein
131	protein
7423	protein
DB06243	drug
89874	protein
5045	protein
3161	protein
23428	protein
7016	protein
43	protein
DB00545	drug
DB00382	drug
DB01122	drug
DB00989	drug
DB01400	drug
DB00944	drug
DB00981	drug
DB00733	drug
pralidoxime-chloride	drug
DB12153	drug
DB01010	drug
methylene-blue	drug
DB00863	drug
DB03852	drug
5063	protein
1509	protein
762	protein
2046	protein
3557	protein
627	protein
DB09043	drug
2740	protein
DB06655	drug
DB13928	drug
DB09045	drug
DB09265	drug
DB01276	drug
11188	protein
354	protein
5265	protein
11183	protein
5291	protein
DB00403	drug
886	protein
51347	protein
3593	protein
22926	protein
DB01438	drug
6323	protein
6331	protein
DB00868	drug
DB01426	drug
DB00192	drug
DB00680	drug
DB01056	drug
DB01320	drug
DB00645	drug
DB00243	drug
DB01228	drug
4772	protein
7035	protein
2158	protein
DB00024	drug
7253	protein
1356	protein
5746	protein
5269	protein
1158	protein
108	protein
10105	protein
150	protein
ephedrine-(racemic)	drug
DB06711	drug
6506	protein
10461	protein
1646	protein
5950	protein
5695	protein
5627	protein
55157	protein
DB08890	drug
2984	protein
590	protein
DB01057	drug
DB11614	drug
5724	protein
DB09166	drug
2322	protein
55361	protein
55217	protein
9344	protein
9122	protein
1584	protein
DB01011	drug
DB05812	drug
5161	protein
23464	protein
3985	protein
9263	protein
9262	protein
10841	protein
5834	protein
26018	protein
59338	protein
6406	protein
1137	protein
DB01090	drug
51686	protein
6754	protein
6536	protein
9152	protein
917	protein
DB11136	drug
1528	protein
1557	protein
DB00395	drug
DB06264	drug
1559	protein
DB00916	drug
DB01201	drug
1544	protein
DB00553	drug
DB06290	drug
DB00300	drug
DB00976	drug
3861	protein
1738	protein
DB13036	drug
6915	protein
DB06739	drug
picotamide	drug
DB11629	drug
DB01207	drug
779	protein
3775	protein
55825	protein
DB05389	drug
9332	protein
DB12095	drug
7166	protein
telotristat-ethyl	drug
8396	protein
DB00765	drug
7054	protein
2683	protein
2554	protein
DB01198	drug
DB08986	drug
DB00962	drug
DB06470	drug
2557	protein
10038	protein
435	protein
5836	protein
63826	protein
taltirelin	drug
7201	protein
11112	protein
DB04931	drug
4157	protein
51135	protein
2899	protein
2905	protein
2944	protein
2946	protein
629	protein
5004	protein
2805	protein
2977	protein
DB01020	drug
DB09282	drug
DB08931	drug
6329	protein
4058	protein
3553	protein
DB06168	drug
6283	protein
DB09029	drug
3605	protein
5351	protein
2213	protein
DB04876	drug
1803	protein
DB01261	drug
DB11950	drug
DB08882	drug
DB06335	drug
DB12417	drug
DB06203	drug
trelagliptin	drug
DB04572	drug
1576	protein
DB01232	drug
DB01609	drug
DB11742	drug
DB01333	drug
DB01263	drug
122953	protein
6390	protein
316	protein
5563	protein
53632	protein
5166	protein
5315	protein
112398	protein
54583	protein
4719	protein
DB01082	drug
23569	protein
7272	protein
8833	protein
55867	protein
36	protein
223	protein
224	protein
2193	protein
2879	protein
3030	protein
3419	protein
4705	protein
4720	protein
5832	protein
6725	protein
8904	protein
10165	protein
10667	protein
51185	protein
64175	protein
79896	protein
84706	protein
440275	protein
5690	protein
26227	protein
85366	protein
23530	protein
388228	protein
2041	protein
206358	protein
5-hydroxytryptophan	drug
8912	protein
DB00593	drug
DB00617	drug
DB05246	drug
DB00832	drug
DB00347	drug
55589	protein
11329	protein
4946	protein
51493	protein
8989	protein
1374	protein
10056	protein
2098	protein
501	protein
389840	protein
444	protein
57551	protein
3295	protein
3033	protein
4540	protein
4538	protein
5742	protein
DB09215	drug
mofezolac	drug
4712	protein
120892	protein
23408	protein
4907	protein
5406	protein
DB06219	drug
8491	protein
23387	protein
3868	protein
thiostrepton	drug
2305	protein
1129	protein
DB01075	drug
DB01148	drug
caramiphen	drug
DB08801	drug
112399	protein
55300	protein
11255	protein
3291	protein
84790	protein
51174	protein
DB09418	drug
6528	protein
DB14061	drug
5243	protein
DB11635	drug
776	protein
64087	protein
29920	protein
10157	protein
57016	protein
3849	protein
10382	protein
1727	protein
4722	protein
6389	protein
219	protein
29968	protein
10296	protein
7371	protein
6334	protein
292	protein
143471	protein
3420	protein
5033	protein
DB01275	drug
3421	protein
4702	protein
8802	protein
3857	protein
3859	protein
DB00400	drug
3040	protein
DB09146	drug
150094	protein
81788	protein
9517	protein
1589	protein
DB06775	drug
2166	protein
DB08835	drug
2346	protein
4710	protein
347688	protein
6339	protein
9054	protein
2746	protein
DB11081	drug
1159	protein
57118	protein
DB06720	drug
2629	protein
5260	protein
5122	protein
6096	protein
83732	protein
140	protein
10901	protein
112714	protein
23576	protein
5142	protein
DB01113	drug
1579	protein
4728	protein
3700	protein
6462	protein
1645	protein
3697	protein
4363	protein
DB12319	drug
211	protein
706	protein
80150	protein
6611	protein
5831	protein
51380	protein
112724	protein
5153	protein
55967	protein
6609	protein
51109	protein
DB12947	drug
7298	protein
ftorafur	drug
DB00650	drug
DB00544	drug
DB01101	drug
DB00293	drug
DB00322	drug
DB09010	drug
DB00432	drug
6391	protein
4695	protein
523	protein
3613	protein
3782	protein
DB00691	drug
59272	protein
DB00722	drug
2569	protein
29943	protein
782	protein
252969	protein
6795	protein
113457	protein
7264	protein
3948	protein
6584	protein
56603	protein
7125	protein
7923	protein
4353	protein
DB00535	drug
2181	protein
bifemelane	drug
4128	protein
DB01037	drug
DB00601	drug
DB01626	drug
DB09245	drug
DB01247	drug
DB01171	drug
psoralen	drug
DB01168	drug
1181	protein
DB01046	drug
8284	protein
3094	protein
5596	protein
2729	protein
2050	protein
9249	protein
51727	protein
4718	protein
2182	protein
9943	protein
DB01216	drug
6715	protein
DB01126	drug
4552	protein
DB00152	drug
10560	protein
9120	protein
DB00610	drug
146	protein
DB00699	drug
buflomedil	drug
DB12230	drug
adrenalone	drug
DB06706	drug
27032	protein
DB09040	drug
1595	protein
DB00196	drug
DB01167	drug
11238	protein
6541	protein
DB00123	drug
55163	protein
DB00165	drug
8566	protein
DB00147	drug
220	protein
4507	protein
6307	protein
284904	protein
160287	protein
51228	protein
32	protein
8879	protein
4259	protein
79837	protein
9121	protein
154807	protein
27115	protein
5140	protein
DB00235	drug
DB01166	drug
55699	protein
5696	protein
5698	protein
4541	protein
DB09516	drug
7299	protein
DB00600	drug
azelaic-acid	drug
DB00548	drug
DB09526	drug
2555	protein
2556	protein
2559	protein
2560	protein
DB01440	drug
sodium-oxybate	drug
2205	protein
6947	protein
27092	protein
477	protein
3363	protein
8435	protein
6646	protein
DB00973	drug
2937	protein
2593	protein
51540	protein
2169	protein
3029	protein
51268	protein
3141	protein
218	protein
5158	protein
6507	protein
23070	protein
1585	protein
2730	protein
480	protein
84617	protein
4697	protein
56922	protein
DB00138	drug
11136	protein
340156	protein
2352	protein
6530	protein
DB01170	drug
DB04840	drug
DB00234	drug
DB09185	drug
DB00226	drug
166785	protein
91703	protein
5095	protein
DB00161	drug
5096	protein
DB11362	drug
5739	protein
DB00929	drug
DB01240	drug
3357	protein
2548	protein
3752	protein
3362	protein
81693	protein
chlorogenic-acid	drug
2542	protein
1278	protein
1043	protein
713	protein
DB00917	drug
5734	protein
DB12836	drug
3755	protein
DB09034	drug
3061	protein
DB09069	drug
30	protein
DB00724	drug
51311	protein
3744	protein
27012	protein
9312	protein
4750	protein
93107	protein
8913	protein
penfluridol	drug
478	protein
9415	protein
4514	protein
259249	protein
2900	protein
1138	protein
65975	protein
1606	protein
DB09343	drug
1890	protein
25974	protein
22848	protein
1536	protein
57007	protein
55781	protein
DB01327	drug
5444	protein
6571	protein
DB01089	drug
DB06714	drug
9563	protein
4669	protein
2677	protein
DB01125	drug
DB01022	drug
4668	protein
10846	protein
2357	protein
DB11656	drug
526	protein
9201	protein
5149	protein
1339	protein
8659	protein
3600	protein
167359	protein
4837	protein
DB11753	drug
11309	protein
79858	protein
285313	protein
2940	protein
10352	protein
10242	protein
5729	protein
54884	protein
84254	protein
7172	protein
4724	protein
10449	protein
127	protein
8999	protein
622	protein
DB00551	drug
4321	protein
5740	protein
10368	protein
3248	protein
4709	protein
3766	protein
1558	protein
1562	protein
8513	protein
5019	protein
4713	protein
4711	protein
4716	protein
3614	protein
4143	protein
8942	protein
51060	protein
DB01117	drug
1723	protein
DB08880	drug
7915	protein
6560	protein
5145	protein
9052	protein
79054	protein
4489	protein
26275	protein
2348	protein
2952	protein
54677	protein
2739	protein
1806	protein
3704	protein
781	protein
DB00528	drug
92483	protein
25989	protein
645	protein
57026	protein
5471	protein
4544	protein
5130	protein
2180	protein
55239	protein
DB00498	drug
79001	protein
DB01418	drug
DB00946	drug
632	protein
DB12017	drug
6916	protein
125	protein
DB00010	drug
2692	protein
DB08869	drug
1962	protein
1384	protein
levocarnitine-propionate	drug
1610	protein
570	protein
4056	protein
9132	protein
11251	protein
DB11595	drug
29126	protein
2949	protein
79608	protein
714	protein
55034	protein
3778	protein
8911	protein
91807	protein
7498	protein
DB00437	drug
DB04854	drug
DB01685	drug
8854	protein
166614	protein
386617	protein
3742	protein
83942	protein
415116	protein
4293	protein
57172	protein
2678	protein
53637	protein
DB09302	drug
255738	protein
5139	protein
DB04880	drug
pimobendan	drug
olprinone	drug
DB00261	drug
1548	protein
1565	protein
221	protein
7294	protein
5673	protein
586	protein
54658	protein
788	protein
51702	protein
2915	protein
DB00847	drug
6750	protein
54207	protein
9103	protein
27035	protein
2878	protein
6512	protein
3772	protein
9194	protein
2875	protein
9607	protein
DB06317	drug
57823	protein
1621	protein
6793	protein
51175	protein
51091	protein
DB11783	drug
1636	protein
DB00790	drug
DB00542	drug
DB00492	drug
DB01340	drug
DB00584	drug
quinaprilat	drug
DB09477	drug
DB08836	drug
DB00881	drug
DB01348	drug
DB00519	drug
DB00178	drug
866	protein
4752	protein
2906	protein
51305	protein
18	protein
1109	protein
761	protein
3249	protein
DB05351	drug
495	protein
DB00213	drug
revaprazan	drug
omeprazole-magnesium	drug
DB01129	drug
DB00736	drug
8639	protein
496	protein
3284	protein
1215	protein
phosphatidylcholine	drug
58488	protein
6785	protein
6822	protein
DB06654	drug
4129	protein
1586	protein
23632	protein
DB06824	drug
50801	protein
DB00348	drug
3242	protein
5005	protein
80704	protein
145226	protein
2742	protein
3699	protein
56287	protein
132	protein
51284	protein
2877	protein
64902	protein
5535	protein
1577	protein
26140	protein
279	protein
6554	protein
8704	protein
35	protein
124	protein
1351	protein
DB00857	drug
6713	protein
79644	protein
2628	protein
DB08992	drug
1573	protein
1644	protein
DB00190	drug
DB12783	drug
melevodopa	drug
8647	protein
4329	protein
4539	protein
4708	protein
8884	protein
26873	protein
27306	protein
DB07615	drug
5733	protein
1128	protein
DB09271	drug
aminopentamide	drug
DB00209	drug
DB00940	drug
pipenzolate	drug
DB12554	drug
DB00979	drug
DB00942	drug
piperidolate	drug
DB00366	drug
4524	protein
55902	protein
9955	protein
4257	protein
85443	protein
8814	protein
221120	protein
6519	protein
5737	protein
DB00654	drug
DB00287	drug
DB08819	drug
DB11660	drug
290	protein
1132	protein
6787	protein
1429	protein
29881	protein
26279	protein
79581	protein
84649	protein
275	protein
4694	protein
DB00587	drug
10800	protein
DB00549	drug
57105	protein
54795	protein
50814	protein
24145	protein
9453	protein
644	protein
765	protein
786	protein
284656	protein
1180	protein
1543	protein
2939	protein
3177	protein
3788	protein
9963	protein
259232	protein
5143	protein
119391	protein
9123	protein
113451	protein
84532	protein
83733	protein
9254	protein
8702	protein
747	protein
5138	protein
124583	protein
80122	protein
326625	protein
79587	protein
116447	protein
6788	protein
10723	protein
493869	protein
221357	protein
1376	protein
9990	protein
6542	protein
80036	protein
79731	protein
133688	protein
725	protein
DB06754	drug
462	protein
DB11598	drug
4696	protein
145864	protein
124454	protein
162466	protein
1504	protein
DB01265	drug
7084	protein
57468	protein
8722	protein
3034	protein
482	protein
84889	protein
2859	protein
6718	protein
DB06155	drug
9290	protein
3558	protein
6567	protein
8630	protein
2356	protein
5150	protein
2841	protein
56934	protein
DB00501	drug
55244	protein
56670	protein
2894	protein
6535	protein
126	protein
2564	protein
113235	protein
246	protein
5188	protein
384	protein
6424	protein
222	protein
6570	protein
3294	protein
55214	protein
8288	protein
1142	protein
285242	protein
353174	protein
145482	protein
3293	protein
6327	protein
170572	protein
ipragliflozin-l-proline	drug
6524	protein
DB11827	drug
378807	protein
55584	protein
285220	protein
121642	protein
29991	protein
5151	protein
1349	protein
51557	protein
4725	protein
6565	protein
DB00713	drug
DB01053	drug
55107	protein
tannic-acid	drug
1187	protein
9058	protein
23657	protein
3749	protein
26	protein
8622	protein
126328	protein
2595	protein
9429	protein
3269	protein
DB00950	drug
DB00985	drug
DB00405	drug
DB08802	drug
DB11591	drug
DB06282	drug
DB01106	drug
DB01237	drug
DB00902	drug
DB00719	drug
DB01246	drug
DB04890	drug
DB08800	drug
DB00967	drug
DB00748	drug
DB09555	drug
DB01620	drug
DB00557	drug
DB00341	drug
DB12523	drug
DB01619	drug
DB01084	drug
DB08799	drug
DB00283	drug
DB00427	drug
DB00737	drug
DB08936	drug
DB00885	drug
DB00972	drug
DB01071	drug
DB09488	drug
DB06766	drug
DB01615	drug
DB06691	drug
DB04837	drug
DB00792	drug
143903	protein
57412	protein
27198	protein
ammonium-lactate	drug
9376	protein
1350	protein
6392	protein
51393	protein
162514	protein
5732	protein
DB08826	drug
54578	protein
763	protein
4258	protein
5137	protein
2914	protein
3748	protein
54600	protein
1551	protein
266629	protein
3283	protein
